UNITID,includeConference,includeCharacter,includeReason
100654,,"20,122,011,201,020,000,000",C
100663,Conference,"20,122,011,201,020,000,000",B
100706,,"20,122,011,201,020,000,000",C
100724,,"20,122,011",C
100751,Conference,"20,122,011,201,020,000,000",B
100830,,"201,020,092,008",C
100858,Conference,"20,122,011,201,020,000,000",B
100937,,"20,122,011,201,020,000,000",C
101189,,"2,011,201,020,092,000",C
101435,,"20,122,011,201,020,000,000",C
101480,,"20,122,011,201,020,000,000",C
101541,,"20,122,011,201,020,000,000",C
101587,,"20,122,011,201,020,000,000",C
101693,,"20,122,011,201,020,000,000",C
101709,,"20,122,011,201,020,000,000",C
101879,,"20,122,011,201,020,000,000",C
101912,,"20,122,011,201,020,000,000",C
102049,,"20,122,011,201,020,000,000",C
102094,Conference,"20,122,011,201,020,000,000",B
102234,,"20,122,011,201,020,000,000",C
102261,,"20,122,011,201,020,000,000",C
102270,,"20,122,011,201,020,000,000",C
102368,Conference,"20,122,011,201,020,000,000",B
102377,,"20,122,011,201,020,000,000",C
102553,,2009,C
102614,,"20,092,008",C
102632,,2008,C
102669,,"20,122,011,201,020,000,000",C
104151,Conference,"201,020,092,008",B
104179,Conference,"201,020,092,008",B
104188,,2008,C
104586,,"201,020,092,008",C
105330,,"20,092,008",C
105589,,"20,122,011,201,020,000,000",C
105899,,"20,122,011",C
106245,Conference,"201,220,112,010",B
106342,,"20,122,011,201,020,000,000",C
106397,Conference,"20,122,011,201,020,000,000",B
106412,,"20,122,011,201,020,000,000",C
106458,Conference,"20,122,011,201,020,000,000",B
106467,,"20,122,011,201,020,000,000",C
106704,,"20,122,011,201,020,000,000",C
106713,,"20,122,011,201,020,000,000",C
107044,,"20,122,011,201,020,000,000",C
107071,,"20,122,011,201,020,000,000",C
107080,,"20,122,011,201,020,000,000",C
107141,,"2,011,201,020,092,000",C
107512,,"20,122,011,201,020,000,000",C
107558,,"20,122,011,201,020,000,000",C
107600,,"20,092,008",C
107877,,"20,122,011,201,020,000,000",C
107983,,"20,122,011,201,020,000,000",C
108092,,"20,092,008",C
109785,,"20,122,011,201,020,000,000",C
110051,,"201,020,092,008",C
110097,,"20,122,011,201,020,000,000",C
110361,,"20,122,011,201,020,000,000",C
110404,,"20,122,011,201,020,000,000",C
110413,,"20,122,011,201,020,000,000",C
110422,,2008,C
110486,,2008,C
110495,,2008,C
110510,,2008,C
110529,,2008,C
110538,,2008,C
110547,,2008,C
110556,Conference,2008,B
110565,,2008,C
110574,,2008,C
110583,,2008,C
110592,,2008,C
110608,,"20,122,011",C
110617,,2008,C
110635,Conference,"20,122,011,201,020,000,000",B
110644,,"20,122,011,201,020,000,000",C
110653,,"20,122,011,201,020,000,000",C
110662,Conference,"20,122,011,201,020,000,000",B
110671,,"20,122,011,201,020,000,000",C
110680,,"20,122,011,201,020,000,000",C
110705,,"20,122,011,201,020,000,000",C
110714,,"20,122,011,201,020,000,000",C
111188,,2008,C
111948,,"20,122,011,201,020,000,000",C
112075,,"2,012,201,120,102,000",C
112084,,"20,122,011,201,020,000,000",C
112260,,"20,122,011,201,020,000,000",C
112312,,2010,C
113698,,"20,122,011,201,020,000,000",C
114813,,"20,122,011,201,020,000,000",C
115409,,"20,122,011,201,020,000,000",C
115728,,"20,122,011,201,020,000,000",C
115755,,2008,C
116846,,"20,122,011,201,020,000,000",C
117104,,"20,122,011,201,020,000,000",C
117140,,"20,122,011,201,020,000,000",C
117627,,"20,122,011,201,020,000,000",C
117751,,"20,122,011,201,020,000,000",C
117946,,"20,122,011,201,020,000,000",C
118693,,"20,122,011,201,020,000,000",C
118888,,"20,122,011,201,020,000,000",C
119173,,"20,122,011,201,020,000,000",C
120184,,"20,122,011,201,020,000,000",C
120254,,"20,122,011,201,020,000,000",C
120403,,"2,012,201,120,092,000",C
120537,,"20,122,011,201,020,000,000",C
120865,,"2,012,201,120,102,000",C
120883,,"20,122,011,201,020,000,000",C
121150,,"20,122,011,201,020,000,000",C
121309,,"20,122,011,201,020,000,000",C
121345,,"20,122,011,201,020,000,000",C
121691,,"20,122,011,201,020,000,000",C
122409,Conference,2008,B
122436,,"20,122,011,201,020,000,000",C
122454,,"201,020,092,008",C
122597,,2008,C
122612,,"20,122,011,201,020,000,000",C
122728,,"20,122,011,201,020,000,000",C
122755,Conference,2008,B
122931,,"20,122,011,201,020,000,000",C
123165,,"20,122,011,201,020,000,000",C
123457,,"20,122,011,201,020,000,000",C
123554,,"20,122,011,201,020,000,000",C
123572,,2008,C
123651,,"20,122,011,201,020,000,000",C
123952,,2012,C
123961,Conference,"20,122,011,201,020,000,000",B
124292,,"20,122,011,201,020,000,000",C
125727,,"20,122,011,201,020,000,000",C
125763,,"20,122,011,201,020,000,000",C
125897,,"20,122,011,201,020,000,000",C
126182,,"20,122,011,201,020,000,000",C
126562,,"20,122,011,201,020,000,000",C
126580,,"20,122,011,201,020,000,000",C
126614,Conference,"20,122,011,201,020,000,000",B
126678,,"201,020,092,008",C
126775,,"20,122,011,201,020,000,000",C
126818,Conference,"20,122,011,201,020,000,000",B
127060,,"20,122,011,201,020,000,000",C
127185,,"20,122,011,201,020,000,000",C
127556,,"20,122,011,201,020,000,000",C
127565,,"20,122,011,201,020,000,000",C
127741,,"20,122,011,201,020,000,000",C
127918,,"20,122,011,201,020,000,000",C
127945,,"20,092,008",C
128106,,"20,122,011,201,020,000,000",C
128328,Conference,"20,122,011,201,020,000,000",B
128391,,"20,122,011,201,020,000,000",C
128498,,"20,122,011,201,020,000,000",C
128744,,"20,122,011,201,020,000,000",C
128771,,"20,122,011,201,020,000,000",C
128902,,2008,C
129020,Conference,"20,122,011,201,020,000,000",B
129215,,"20,122,011,201,020,000,000",C
129242,,2008,C
129525,,"20,122,011,201,020,000,000",C
129534,,2008,C
129686,,"20,092,008",C
129941,,"20,122,011,201,020,000,000",C
130183,,"20,122,011,201,020,000,000",C
130226,,"20,122,011,201,020,000,000",C
130253,,"20,092,008",C
130314,,"2,011,201,020,092,000",C
130493,,"20,122,011,201,020,000,000",C
130590,,"201,020,092,008",C
130624,,"20,122,011,201,020,000,000",C
130697,,"20,122,011,201,020,000,000",C
130776,,"20,122,011,201,020,000,000",C
130794,Conference,"20,122,011,201,020,000,000",B
130934,,"20,122,011,201,020,000,000",C
130943,,"20,122,011,201,020,000,000",C
131098,,"20,122,011,201,020,000,000",C
131159,,"20,122,011,201,020,000,000",C
131283,,"20,122,011,201,020,000,000",C
131308,,"2,011,201,020,092,000",C
131450,,"20,122,011,201,020,000,000",C
131469,,"20,122,011,201,020,000,000",C
131496,Conference,"20,122,011,201,020,000,000",B
131520,,"20,122,011,201,020,000,000",C
132408,,"20,122,011,201,020,000,000",C
132471,,"2,011,201,020,092,000",C
132602,,"20,122,011,201,020,000,000",C
132657,,2009,C
132879,,"201,220,112,010",C
132903,Conference,"20,122,011,201,020,000,000",B
133085,,"20,122,011,201,020,000,000",C
133492,,"20,122,011,201,020,000,000",C
133526,,"201,220,102,009",C
133553,,"201,020,092,008",C
133650,,"2,012,201,120,102,000",C
133669,Conference,"20,122,011,201,020,000,000",B
133711,,"20,122,011,201,020,000,000",C
133809,,"2,012,201,120,102,000",C
133881,,"20,122,011,201,020,000,000",C
133951,Conference,"20,122,011,201,020,000,000",B
134079,,"20,122,011,201,020,000,000",C
134097,Conference,"20,122,011,201,020,000,000",B
134130,Conference,"20,122,011,201,020,000,000",B
134945,,"20,122,011,201,020,000,000",C
135726,Conference,"20,122,011,201,020,000,000",B
136172,,"20,122,011,201,020,000,000",C
136206,,"20,122,011,201,020,000,000",C
136215,,"20,122,011,201,020,000,000",C
136330,,"20,122,011,201,020,000,000",C
137032,,"201,020,092,008",C
137351,Conference,"20,122,011,201,020,000,000",B
137476,,"20,122,011,201,020,000,000",C
137546,,"20,092,008",C
137847,,"20,122,011,201,020,000,000",C
137953,,"20,122,011,201,020,000,000",C
137962,,"20,092,008",C
138275,,"20,122,011,201,020,000,000",C
138293,,"2,012,201,120,102,000",C
138354,,"20,122,011,201,020,000,000",C
138558,,"20,122,011",C
138600,,2008,C
138716,,"20,122,011,201,020,000,000",C
138789,,"20,122,011,201,020,000,000",C
138868,,"20,122,011,201,020,000,000",C
138947,,"20,122,011,201,020,000,000",C
138983,,"20,122,011,201,020,000,000",C
139144,,"20,122,011,201,020,000,000",C
139199,,"20,122,011,201,020,000,000",C
139205,,"20,122,011,201,020,000,000",C
139250,,"20,122,011",C
139311,,"20,122,011,201,020,000,000",C
139366,,"20,122,011,201,020,000,000",C
139393,,"20,122,011,201,020,000,000",C
139463,,2012,C
139630,,"20,122,011,201,020,000,000",C
139658,,"20,122,011,201,020,000,000",C
139719,,"20,122,011,201,020,000,000",C
139755,Conference,"20,122,011,201,020,000,000",B
139764,,"20,122,011,201,020,000,000",C
139773,,"20,122,011",C
139861,,"20,122,011,201,020,000,000",C
139931,Conference,"20,122,011,201,020,000,000",B
139940,Conference,"20,122,011,201,020,000,000",B
139959,Conference,"20,122,011,201,020,000,000",B
139968,,"20,122,011",C
140164,,"20,122,011,201,020,000,000",C
140234,,"20,122,011,201,020,000,000",C
140252,,"20,122,011,201,020,000,000",C
140322,,"20,122,011",C
140447,,"20,122,011,201,020,000,000",C
140553,,"20,122,011,201,020,000,000",C
140669,,"20,122,011,201,020,000,000",C
140696,,"20,122,011,201,020,000,000",C
140720,,"20,122,011,201,020,000,000",C
140818,,"20,122,011,201,020,000,000",C
140872,,"20,122,011,201,020,000,000",C
140951,,"20,122,011,201,020,000,000",C
140988,,"20,122,011,201,020,000,000",C
141060,,"20,122,011,201,020,000,000",C
141097,,"20,122,011,201,020,000,000",C
141185,,"20,122,011,201,020,000,000",C
141237,,"20,122,011,201,020,000,000",C
141264,,"20,122,011,201,020,000,000",C
141325,,"20,122,011,201,020,000,000",C
141334,,"20,122,011,201,020,000,000",C
141361,,"2,012,201,120,102,000",C
141486,,"20,122,011,201,020,000,000",C
141565,,"20,122,011,201,020,000,000",C
141574,Conference,"20,122,011,201,020,000,000",B
141644,,"20,122,011,201,020,000,000",C
141981,,2008,C
142090,,"20,122,011,201,020,000,000",C
142115,Conference,"20,122,011,201,020,000,000",B
142285,Conference,"20,122,011,201,020,000,000",B
142294,,"20,122,011,201,020,000,000",C
142328,,"20,092,008",C
142461,,2012,C
142522,,"20,122,011,201,020,000,000",C
143048,,"20,122,011,201,020,000,000",C
143118,,"20,122,011,201,020,000,000",C
143288,,"20,122,011,201,020,000,000",C
143358,Conference,"20,122,011,201,020,000,000",B
144005,,"20,122,011,201,020,000,000",C
144050,,"20,122,011,201,020,000,000",C
144351,,"20,122,011,201,020,000,000",C
144740,Conference,"20,102,009",B
144892,,"20,122,011,201,020,000,000",C
144962,,"20,122,011,201,020,000,000",C
144971,,"20,122,011,201,020,000,000",C
145372,,"20,122,011,201,020,000,000",C
145497,,"20,122,011,201,020,000,000",C
145600,Conference,"20,122,011,201,020,000,000",B
145619,,"20,122,011,201,020,000,000",C
145637,Conference,"20,122,011,201,020,000,000",B
145646,,"20,122,011,201,020,000,000",C
145691,,2008,C
145725,,"20,122,011,201,020,000,000",C
145813,Conference,"20,122,011,201,020,000,000",B
146339,,"2,012,201,120,102,000",C
146612,,"20,122,011,201,020,000,000",C
146621,,"20,122,011,201,020,000,000",C
146667,,"20,122,011,201,020,000,000",C
146676,,"20,122,011,201,020,000,000",C
146719,Conference,"20,122,011,201,020,000,000",B
146825,,"2,012,201,020,092,000",C
147013,,"20,122,011,201,020,000,000",C
147129,,"201,220,112,010",C
147244,,"20,122,011,201,020,000,000",C
147341,,"20,122,011,201,020,000,000",C
147369,,2011,C
147536,,"201,020,092,008",C
147660,,"20,122,011,201,020,000,000",C
147679,,"20,122,011,201,020,000,000",C
147703,Conference,"20,122,011,201,020,000,000",B
147767,Conference,"20,122,011,201,020,000,000",B
147776,,"20,122,011,201,020,000,000",C
147828,,"20,122,011,201,020,000,000",C
148131,,"20,122,011,201,020,000,000",C
148405,,"20,122,011,201,020,000,000",C
148487,,"20,122,011,201,020,000,000",C
148496,,"20,122,011,201,020,000,000",C
148584,,"20,122,011,201,020,000,000",C
148627,,"20,122,011,201,020,000,000",C
148654,,"20,122,011,201,020,000,000",C
149222,Conference,"20,122,011,201,020,000,000",B
149231,,"20,122,011,201,020,000,000",C
149505,,"20,122,011,201,020,000,000",C
149514,,"20,122,011,201,020,000,000",C
149639,,"20,122,011,201,020,000,000",C
149772,,"20,122,011,201,020,000,000",C
149781,,"20,122,011,201,020,000,000",C
150066,,"20,122,011,201,020,000,000",C
150136,Conference,"20,122,011,201,020,000,000",B
150145,,"201,220,112,010",C
150163,Conference,"20,122,011,201,020,000,000",B
150400,,"20,122,011,201,020,000,000",C
150455,,"2,011,201,020,092,000",C
150534,Conference,"20,122,011,201,020,000,000",B
150561,,2008,C
150604,,"20,122,011,201,020,000,000",C
150668,,"20,122,011,201,020,000,000",C
150677,,"20,122,011,201,020,000,000",C
150756,,"20,122,011,201,020,000,000",C
150774,,"20,122,011,201,020,000,000",C
150941,,"20,122,011,201,020,000,000",C
151102,,"20,122,011,201,020,000,000",C
151111,,"20,122,011,201,020,000,000",C
151263,,"20,122,011,201,020,000,000",C
151290,,"20,122,011,201,020,000,000",C
151306,,"20,122,011,201,020,000,000",C
151324,Conference,"20,122,011,201,020,000,000",B
151333,,"20,122,011,201,020,000,000",C
151342,,"20,122,011,201,020,000,000",C
151351,Conference,"20,122,011,201,020,000,000",B
151360,,"20,122,011,201,020,000,000",C
151379,,"20,122,011,201,020,000,000",C
151388,,"20,122,011,201,020,000,000",C
151777,,"20,122,011,201,020,000,000",C
151786,,"20,122,011,201,020,000,000",C
151801,,"20,122,011,201,020,000,000",C
152080,Conference,"20,122,011,201,020,000,000",B
152099,,"20,122,011,201,020,000,000",C
152248,,"20,122,011,201,020,000,000",C
152266,,"201,220,112,010",C
152318,,"20,122,011,201,020,000,000",C
152336,,"20,122,011,201,020,000,000",C
152363,,"20,122,011,201,020,000,000",C
152381,,"20,122,011,201,020,000,000",C
152390,,"20,122,011,201,020,000,000",C
152530,,"20,122,011,201,020,000,000",C
152567,,"20,122,011,201,020,000,000",C
152600,Conference,"20,122,011,201,020,000,000",B
152673,,"20,122,011,201,020,000,000",C
152798,,"20,122,011,201,020,000,000",C
152992,,2010,C
153001,,"20,122,011,201,020,000,000",C
153108,,"20,122,011,201,020,000,000",C
153126,,"20,122,011,201,020,000,000",C
153144,,"20,122,011,201,020,000,000",C
153162,,"20,122,011,201,020,000,000",C
153250,,"20,122,011,201,020,000,000",C
153269,Conference,"20,122,011,201,020,000,000",B
153278,,"20,122,011,201,020,000,000",C
153320,,"20,122,011,201,020,000,000",C
153366,,"20,122,011,201,020,000,000",C
153375,,"20,122,011,201,020,000,000",C
153384,,"20,122,011,201,020,000,000",C
153603,Conference,"20,122,011,201,020,000,000",B
153621,,"20,122,011,201,020,000,000",C
153658,Conference,"20,122,011,201,020,000,000",B
153825,,"20,122,011,201,020,000,000",C
153834,,"20,122,011,201,020,000,000",C
154004,,"20,122,011,201,020,000,000",C
154013,,"20,122,011,201,020,000,000",C
154095,Conference,"20,122,011,201,020,000,000",B
154101,,"20,122,011,201,020,000,000",C
154235,,"20,122,011,201,020,000,000",C
154350,,"20,122,011,201,020,000,000",C
154493,,"20,122,011,201,020,000,000",C
154509,,2008,C
154518,,"20,122,011,201,020,000,000",C
154527,,"20,122,011,201,020,000,000",C
154590,,"20,122,011,201,020,000,000",C
154688,,"20,122,011,201,020,000,000",C
154712,,"20,122,011,201,020,000,000",C
154721,,"20,122,011,201,020,000,000",C
154749,,"20,122,011,201,020,000,000",C
154855,Conference,,F
155025,,"20,122,011,201,020,000,000",C
155070,,"20,122,011,201,020,000,000",C
155089,,"20,122,011,201,020,000,000",C
155140,,"2,011,201,020,092,000",C
155317,Conference,"20,122,011,201,020,000,000",B
155335,,"20,122,011,201,020,000,000",C
155399,Conference,2008,B
155414,,"20,122,011,201,020,000,000",C
155511,,"20,122,011,201,020,000,000",C
155520,,"20,122,011,201,020,000,000",C
155681,,"20,122,011,201,020,000,000",C
155812,,"20,122,011,201,020,000,000",C
155900,,"20,122,011,201,020,000,000",C
155937,,"20,122,011,201,020,000,000",C
155973,,"20,122,011,201,020,000,000",C
156082,,"20,122,011,201,020,000,000",C
156125,Conference,,F
156189,,"20,122,011,201,020,000,000",C
156213,,"20,122,011,201,020,000,000",C
156286,,"20,122,011,201,020,000,000",C
156295,,"20,122,011,201,020,000,000",C
156356,,"20,122,011,201,020,000,000",C
156365,,"20,122,011,201,020,000,000",C
156408,,"20,122,011,201,020,000,000",C
156541,,"20,122,011,201,020,000,000",C
156620,,"20,122,011,201,020,000,000",C
156745,,"20,122,011,201,020,000,000",C
157030,,"20,122,011,201,020,000,000",C
157058,,"20,122,011,201,020,000,000",C
157076,,"20,122,011,201,020,000,000",C
157085,Conference,"20,122,011,201,020,000,000",B
157100,,"20,122,011,201,020,000,000",C
157289,Conference,"20,122,011,201,020,000,000",B
157359,,"20,122,011,201,020,000,000",C
157377,,2008,C
157386,,"20,122,011,201,020,000,000",C
157401,,"20,122,011,201,020,000,000",C
157447,,"20,122,011,201,020,000,000",C
157757,,"20,122,011,201,020,000,000",C
157809,,"20,122,011,201,020,000,000",C
157818,,"20,122,011,201,020,000,000",C
157863,,"20,122,011,201,020,000,000",C
157951,Conference,"2,012,201,120,102,000",B
158477,,"20,122,011,201,020,000,000",C
158802,,"20,122,011,201,020,000,000",C
159009,,"20,122,011,201,020,000,000",C
159382,,"20,122,011,201,020,000,000",C
159391,Conference,"20,122,011,201,020,000,000",B
159416,,"2,012,201,120,102,000",C
159568,,"20,122,011,201,020,000,000",C
159647,Conference,"201,220,112,010",B
159656,,"20,122,011,201,020,000,000",C
159717,,"20,122,011,201,020,000,000",C
159939,,"20,122,011,201,020,000,000",C
159966,,"20,122,011,201,020,000,000",C
159993,Conference,"20,122,011,201,020,000,000",B
160038,,"20,122,011,201,020,000,000",C
160065,,2010,C
160074,,"20,122,011,201,020,000,000",C
160612,,"20,122,011,201,020,000,000",C
160621,,"20,122,011,201,020,000,000",C
160630,,"201,220,112,010",C
160658,,"20,122,011,201,020,000,000",C
160755,Conference,"20,122,011,201,020,000,000",B
160904,,"20,122,011,201,020,000,000",C
161086,,"20,122,011,201,020,000,000",C
161165,,"20,122,011,201,020,000,000",C
161235,,2012,C
161244,,"20,122,011,201,020,000,000",C
161253,,"20,122,011,201,020,000,000",C
161299,,"20,122,011,201,020,000,000",C
161457,,"20,122,011,201,020,000,000",C
161509,,2008,C
161518,,"20,122,011,201,020,000,000",C
161554,,"20,122,011,201,020,000,000",C
161563,,"20,122,011,201,020,000,000",C
161873,,"20,122,011,201,020,000,000",C
162007,,"20,122,011,201,020,000,000",C
162061,,"20,122,011,201,020,000,000",C
162210,,2012,C
162283,,"20,122,011,201,020,000,000",C
