UNITID,includeConference,includeCharacter,includeReason
204909,,"20,122,011,201,020,000,000",C
204936,,"20,122,011,201,020,000,000",C
205027,,"2,011,201,020,092,000",C
205957,,"20,122,011,201,020,000,000",C
206048,,"201,020,092,008",C
206084,Conference,,F
206330,,"20,092,008",C
206349,,"20,122,011,201,020,000,000",C
206437,,"20,122,011,201,020,000,000",C
206507,,"20,122,011,201,020,000,000",C
206589,,"20,122,011,201,020,000,000",C
206604,Conference,,F
206622,Conference,"20,122,011,201,020,000,000",B
206695,Conference,,F
206817,,"20,122,011,201,020,000,000",C
206835,,"201,220,112,010",C
206941,,"20,122,011,201,020,000,000",C
207041,,"20,122,011,201,020,000,000",C
207157,,"20,122,011,201,020,000,000",C
207263,,"20,122,011,201,020,000,000",C
207306,,"20,122,011,201,020,000,000",C
207324,,"20,122,011,201,020,000,000",C
207351,,"20,122,011,201,020,000,000",C
207388,Conference,"20,122,011,201,020,000,000",B
207403,,"20,122,011,201,020,000,000",C
207458,,"20,122,011,201,020,000,000",C
207500,Conference,"20,122,011,201,020,000,000",B
207564,Conference,,F
207582,,"20,122,011,201,020,000,000",C
207661,,"2,012,201,120,102,000",C
207689,,"201,220,092,008",C
207722,,"20,122,011,201,020,000,000",C
207847,,"20,122,011,201,020,000,000",C
207856,,"20,122,011,201,020,000,000",C
207865,,"20,122,011,201,020,000,000",C
207971,Conference,"20,122,011,201,020,000,000",B
208488,,"20,122,011,201,020,000,000",C
208646,,"20,122,011,201,020,000,000",C
208822,,"20,122,011,201,020,000,000",C
209065,,"20,122,011,201,020,000,000",C
209287,,"20,122,011,201,020,000,000",C
209409,,"20,122,011,201,020,000,000",C
209506,,"20,122,011,201,020,000,000",C
209542,Conference,"20,122,011,201,020,000,000",B
209551,Conference,"20,122,011,201,020,000,000",B
209612,,"20,122,011,201,020,000,000",C
209807,,"20,122,011,201,020,000,000",C
209825,,"20,122,011,201,020,000,000",C
209922,,"20,122,011,201,020,000,000",C
210146,,"20,122,011,201,020,000,000",C
210331,,"20,122,011,201,020,000,000",C
210401,,"20,122,011,201,020,000,000",C
210429,,"20,122,011,201,020,000,000",C
210492,,"20,122,011,201,020,000,000",C
210571,,2008,C
210669,,"20,122,011,201,020,000,000",C
210739,,"20,122,011,201,020,000,000",C
210775,,"20,122,011,201,020,000,000",C
211024,,"20,122,011,201,020,000,000",C
211088,,"20,122,011,201,020,000,000",C
211158,,"20,122,011,201,020,000,000",C
211273,,"20,122,011,201,020,000,000",C
211291,,"20,122,011,201,020,000,000",C
211352,,"20,122,011,201,020,000,000",C
211361,,"20,122,011,201,020,000,000",C
211431,,"20,122,011,201,020,000,000",C
211440,,"20,122,011,201,020,000,000",C
211468,,"20,122,011,201,020,000,000",C
211583,,"20,122,011,201,020,000,000",C
211644,,"20,122,011,201,020,000,000",C
211981,,"20,122,011,201,020,000,000",C
212054,,"20,122,011,201,020,000,000",C
212106,,"20,122,011,201,020,000,000",C
212115,,"20,122,011,201,020,000,000",C
212133,,"20,122,011,201,020,000,000",C
212160,,"20,122,011,201,020,000,000",C
212197,,"20,122,011,201,020,000,000",C
212601,,"20,122,011,201,020,000,000",C
212656,,"20,122,011,201,020,000,000",C
212911,,"20,122,011,201,020,000,000",C
212984,,"20,122,011,201,020,000,000",C
213011,,"20,122,011,201,020,000,000",C
213020,,"20,122,011,201,020,000,000",C
213349,,"20,122,011,201,020,000,000",C
213358,,"20,122,011,201,020,000,000",C
213367,,"20,122,011,201,020,000,000",C
213385,,"20,122,011,201,020,000,000",C
213400,,"20,122,011,201,020,000,000",C
213543,,"20,122,011,201,020,000,000",C
213598,,"20,122,011,201,020,000,000",C
213613,,"20,122,011,201,020,000,000",C
213668,,"20,092,008",C
213783,,"20,122,011,201,020,000,000",C
213826,,"20,122,011,201,020,000,000",C
213987,,"20,122,011,201,020,000,000",C
213996,,"20,122,011,201,020,000,000",C
214041,,"20,122,011,201,020,000,000",C
214069,,"20,122,011,201,020,000,000",C
214148,,"20,122,011,201,020,000,000",C
214157,,"201,020,092,008",C
214166,,"20,122,011,201,020,000,000",C
214272,,"20,122,011,201,020,000,000",C
214591,,"20,122,011,201,020,000,000",C
214625,,"20,122,011,201,020,000,000",C
214634,,"20,122,011,201,020,000,000",C
214643,,"20,122,011,201,020,000,000",C
214652,,"20,122,011,201,020,000,000",C
214670,,"20,122,011,201,020,000,000",C
214689,,"20,122,011,201,020,000,000",C
214698,,"20,122,011,201,020,000,000",C
214704,,"20,122,011,201,020,000,000",C
214713,,"20,122,011,201,020,000,000",C
214731,,"20,122,011,201,020,000,000",C
214740,,"20,122,011,201,020,000,000",C
214759,,"20,122,011,201,020,000,000",C
214768,,"20,122,011,201,020,000,000",C
214777,Conference,"20,122,011,201,020,000,000",B
214786,,"20,122,011,201,020,000,000",C
214795,,"20,122,011,201,020,000,000",C
214801,,"20,122,011,201,020,000,000",C
214810,,"20,122,011,201,020,000,000",C
214829,,"20,122,011,201,020,000,000",C
215062,Conference,"20,122,011,201,020,000,000",B
215099,,"20,122,011,201,020,000,000",C
215105,,"20,122,011,201,020,000,000",C
215114,,"20,122,011,201,020,000,000",C
215132,,"20,122,011,201,020,000,000",C
215266,,"20,122,011,201,020,000,000",C
215275,,"20,122,011,201,020,000,000",C
215284,,"20,122,011,201,020,000,000",C
215293,Conference,"20,122,011,201,020,000,000",B
215442,,"20,122,011,201,020,000,000",C
215655,,"20,122,011,201,020,000,000",C
215691,,"20,122,011,201,020,000,000",C
215743,,"20,122,011,201,020,000,000",C
215770,,"20,122,011,201,020,000,000",C
215798,,"20,122,011,201,020,000,000",C
215929,,"20,122,011,201,020,000,000",C
216010,,"20,122,011,201,020,000,000",C
216038,,"20,122,011,201,020,000,000",C
216287,,"20,122,011,201,020,000,000",C
216339,,"20,122,011,201,020,000,000",C
216357,,"20,122,011,201,020,000,000",C
216524,,2008,C
216542,,"2,012,201,120,102,000",C
216597,Conference,"20,122,011,201,020,000,000",B
216667,,"20,092,008",C
216694,,"20,122,011,201,020,000,000",C
216764,,"20,122,011,201,020,000,000",C
216807,,"20,122,011,201,020,000,000",C
216852,,"20,122,011,201,020,000,000",C
216931,,"20,122,011,201,020,000,000",C
217013,,"20,122,011,201,020,000,000",C
217059,,"20,122,011,201,020,000,000",C
217156,Conference,"20,122,011,201,020,000,000",B
217165,,"201,020,092,008",C
217402,Conference,,F
217420,,"20,122,011,201,020,000,000",C
217484,,"20,122,011,201,020,000,000",C
217493,,"20,122,011,201,020,000,000",C
217518,,"2,011,201,020,092,000",C
217536,,"20,092,008",C
217633,,"20,122,011,201,020,000,000",C
217688,,"20,122,011,201,020,000,000",C
217749,,2012,C
217776,,"20,122,011,201,020,000,000",C
217819,,"20,122,011,201,020,000,000",C
217864,,"20,122,011,201,020,000,000",C
217873,,"20,122,011,201,020,000,000",C
217882,Conference,"20,122,011,201,020,000,000",B
217907,,"20,122,011,201,020,000,000",C
217925,,"20,122,011,201,020,000,000",C
217934,,"20,122,011,201,020,000,000",C
217961,,"20,122,011,201,020,000,000",C
217998,,"20,122,011,201,020,000,000",C
218061,,"20,122,011,201,020,000,000",C
218229,,"201,220,092,008",C
218238,,"20,122,011,201,020,000,000",C
218414,,"20,122,011,201,020,000,000",C
218441,,"20,122,011,201,020,000,000",C
218539,,"20,122,011,201,020,000,000",C
218645,,"20,122,011,201,020,000,000",C
218654,,"20,122,011,201,020,000,000",C
218663,Conference,"20,122,011,201,020,000,000",B
218724,,"20,122,011,201,020,000,000",C
218733,,"20,122,011,201,020,000,000",C
218742,,"20,122,011,201,020,000,000",C
218964,,"20,122,011,201,020,000,000",C
218973,,"20,122,011,201,020,000,000",C
219000,,"20,122,011,201,020,000,000",C
219046,,"20,122,011,201,020,000,000",C
219082,,"20,122,011,201,020,000,000",C
219091,,"20,122,011,201,020,000,000",C
219198,,"20,122,011,201,020,000,000",C
219259,,"20,122,011,201,020,000,000",C
219295,,"20,122,011,201,020,000,000",C
219347,,"20,122,011,201,020,000,000",C
219356,,"20,122,011,201,020,000,000",C
219383,,"20,122,011,201,020,000,000",C
219471,,"20,122,011,201,020,000,000",C
219578,,"20,122,011,201,020,000,000",C
219602,,"20,122,011,201,020,000,000",C
219639,,"20,122,011,201,020,000,000",C
219709,,"20,122,011,201,020,000,000",C
219718,,"20,122,011,201,020,000,000",C
219790,,"20,122,011,201,020,000,000",C
219806,,"20,122,011,201,020,000,000",C
219833,,"20,122,011,201,020,000,000",C
219949,,"20,122,011,201,020,000,000",C
219976,,"20,122,011,201,020,000,000",C
220075,,"20,122,011,201,020,000,000",C
220181,,"20,122,011,201,020,000,000",C
220215,,"20,122,011,201,020,000,000",C
220312,,"201,220,112,010",C
220473,,"20,122,011,201,020,000,000",C
220516,,"20,122,011,201,020,000,000",C
220589,,"201,020,092,008",C
220598,,"20,122,011,201,020,000,000",C
220604,,"20,122,011,201,020,000,000",C
220613,,"20,122,011,201,020,000,000",C
220631,,"201,220,112,010",C
220701,,"20,092,008",C
220710,,"20,122,011,201,020,000,000",C
220808,,"20,122,011,201,020,000,000",C
220862,Conference,"20,122,011,201,020,000,000",B
220941,,"201,020,092,008",C
220978,Conference,"20,122,011,201,020,000,000",B
221014,,"20,122,011,201,020,000,000",C
221254,,"20,122,011,201,020,000,000",C
221351,,"20,122,011,201,020,000,000",C
221519,,"20,092,008",C
221661,,"20,122,011,201,020,000,000",C
221731,,"20,122,011,201,020,000,000",C
221740,,"20,122,011,201,020,000,000",C
221759,Conference,"20,122,011,201,020,000,000",B
221768,,"20,122,011,201,020,000,000",C
221838,,"20,092,008",C
221847,,"20,122,011,201,020,000,000",C
221856,,"20,122,011,201,020,000,000",C
221892,,"20,122,011,201,020,000,000",C
221953,,"20,122,011,201,020,000,000",C
221971,,"20,122,011,201,020,000,000",C
221999,Conference,"20,122,011,201,020,000,000",B
222178,,"20,122,011,201,020,000,000",C
222831,,"20,122,011,201,020,000,000",C
222983,,"20,122,011,201,020,000,000",C
223232,Conference,"20,122,011,201,020,000,000",B
224004,,"20,122,011,201,020,000,000",C
224147,,"201,220,112,010",C
224226,,"20,122,011,201,020,000,000",C
224244,,"20,122,011,201,020,000,000",C
224323,,"20,122,011,201,020,000,000",C
224527,,"20,122,011,201,020,000,000",C
224545,,"201,220,112,010",C
224554,,"20,122,011,201,020,000,000",C
225247,,"20,122,011,201,020,000,000",C
225399,,"20,122,011,201,020,000,000",C
225502,,"201,220,112,010",C
225511,Conference,"20,122,011,201,020,000,000",B
225548,,"20,122,011,201,020,000,000",C
225575,,"20,122,011,201,020,000,000",C
225627,,"20,122,011,201,020,000,000",C
226091,,"20,122,011,201,020,000,000",C
226152,,"20,122,011,201,020,000,000",C
226231,,"20,122,011,201,020,000,000",C
226383,,"20,122,011,201,020,000,000",C
226471,,"20,122,011,201,020,000,000",C
226587,,"20,122,011,201,020,000,000",C
226833,,"20,122,011,201,020,000,000",C
227216,Conference,"20,122,011,201,020,000,000",B
227243,,"20,122,011,201,020,000,000",C
227331,,"20,122,011,201,020,000,000",C
227368,,"20,122,011,201,020,000,000",C
227429,,"20,122,011,201,020,000,000",C
227526,,"20,122,011,201,020,000,000",C
227757,Conference,"20,122,011,201,020,000,000",B
227845,,"20,122,011,201,020,000,000",C
227863,,"20,122,011,201,020,000,000",C
227881,,"20,122,011,201,020,000,000",C
228042,,"20,122,011,201,020,000,000",C
228149,,"20,122,011,201,020,000,000",C
228246,Conference,"20,122,011,201,020,000,000",B
228343,,"20,122,011,201,020,000,000",C
228431,,"20,122,011,201,020,000,000",C
228459,Conference,"20,122,011,201,020,000,000",B
228468,,"201,020,092,008",C
228501,,2012,C
228529,,"20,122,011,201,020,000,000",C
228608,Conference,,F
228705,,"20,122,011,201,020,000,000",C
228714,,"20,122,011,201,020,000,000",C
228723,Conference,"20,122,011,201,020,000,000",B
228769,,"20,122,011,201,020,000,000",C
228778,Conference,"20,122,011,201,020,000,000",B
228787,,"20,122,011,201,020,000,000",C
228796,Conference,"20,122,011,201,020,000,000",B
228802,,"20,122,011,201,020,000,000",C
228875,Conference,"20,122,011,201,020,000,000",B
228981,,"20,122,011,201,020,000,000",C
229018,,"20,122,011,201,020,000,000",C
229027,Conference,"20,122,011,201,020,000,000",B
229063,,"20,122,011,201,020,000,000",C
229115,Conference,"20,122,011,201,020,000,000",B
229160,,"20,122,011,201,020,000,000",C
229179,,"20,122,011,201,020,000,000",C
229267,,"20,122,011,201,020,000,000",C
229780,,"20,122,011,201,020,000,000",C
229814,,"20,122,011,201,020,000,000",C
230038,,"20,122,011,201,020,000,000",C
230047,,"20,122,011,201,020,000,000",C
230603,,"20,122,011,201,020,000,000",C
230728,Conference,"20,122,011,201,020,000,000",B
230764,Conference,"20,122,011,201,020,000,000",B
230807,,"20,122,011,201,020,000,000",C
230834,,"20,122,011,201,020,000,000",C
230852,,"20,122,011,201,020,000,000",C
230913,,"20,122,011,201,020,000,000",C
230931,,"201,220,112,008",C
230959,,"20,122,011,201,020,000,000",C
230995,,"20,122,011,201,020,000,000",C
231059,,"20,092,008",C
231077,,"20,122,011,201,020,000,000",C
231086,,"20,122,011,201,020,000,000",C
231174,,"20,122,011,201,020,000,000",C
231420,,"20,122,011,201,020,000,000",C
231554,,"20,122,011,201,020,000,000",C
231581,,"20,122,011,201,020,000,000",C
231624,,"20,122,011,201,020,000,000",C
231651,,"2,012,201,120,102,000",C
231712,,"2,011,201,020,092,000",C
231837,,"20,122,011,201,020,000,000",C
232025,,"20,122,011,201,020,000,000",C
232043,,"20,122,011,201,020,000,000",C
232089,,"20,122,011,201,020,000,000",C
232186,,"20,122,011,201,020,000,000",C
232256,,"20,122,011,201,020,000,000",C
232265,,"201,220,112,008",C
232308,,"20,122,011,201,020,000,000",C
232423,,"20,122,011,201,020,000,000",C
232557,,2008,C
232566,,"20,122,011,201,020,000,000",C
232609,,"20,122,011,201,020,000,000",C
232672,,"20,122,011,201,020,000,000",C
232681,,"20,122,011,201,020,000,000",C
232706,,"20,122,011,201,020,000,000",C
232937,,"20,122,011,201,020,000,000",C
232982,Conference,"20,122,011,201,020,000,000",B
233277,,"20,122,011,201,020,000,000",C
233295,,"20,122,011,201,020,000,000",C
233301,,"20,122,011,201,020,000,000",C
233374,,"20,122,011,201,020,000,000",C
233426,,"20,122,011,201,020,000,000",C
233499,,"20,122,011,201,020,000,000",C
233541,,"20,122,011,201,020,000,000",C
233611,,"201,220,092,008",C
233718,,"20,122,011,201,020,000,000",C
233897,,"20,122,011,201,020,000,000",C
233912,,"2,012,201,120,092,000",C
233921,Conference,"20,122,011,201,020,000,000",B
234030,,"20,122,011,201,020,000,000",C
234076,Conference,"20,122,011,201,020,000,000",B
234085,,"20,122,011,201,020,000,000",C
234155,,"20,122,011,201,020,000,000",C
234164,,"20,122,011",C
234173,,"20,122,011,201,020,000,000",C
234207,,"20,122,011,201,020,000,000",C
234827,,"20,122,011,201,020,000,000",C
235097,,"20,122,011,201,020,000,000",C
235167,,"20,122,011,201,020,000,000",C
235316,,"20,122,011,201,020,000,000",C
236133,,"20,122,011,201,020,000,000",C
236230,,"20,122,011,201,020,000,000",C
236328,,"20,122,011,201,020,000,000",C
236452,,"20,122,011,201,020,000,000",C
236577,,"20,122,011,201,020,000,000",C
236595,,"20,122,011,201,020,000,000",C
236896,,"20,122,011,201,020,000,000",C
236939,Conference,"20,122,011,201,020,000,000",B
236948,Conference,"20,122,011,201,020,000,000",B
237011,,"20,122,011,201,020,000,000",C
237057,,"20,122,011,201,020,000,000",C
237118,,"20,122,011,201,020,000,000",C
237136,,"20,122,011,201,020,000,000",C
237181,,"20,122,011,201,020,000,000",C
237215,,"20,122,011,201,020,000,000",C
237312,,"20,122,011,201,020,000,000",C
237330,,"20,122,011,201,020,000,000",C
237358,,"20,122,011,201,020,000,000",C
237367,,"20,122,011,201,020,000,000",C
237385,,"20,122,011,201,020,000,000",C
237525,Conference,"20,122,011,201,020,000,000",B
237640,,"20,122,011,201,020,000,000",C
237792,,"20,122,011,201,020,000,000",C
237899,,"20,122,011,201,020,000,000",C
237932,,"20,122,011,201,020,000,000",C
237950,,"20,122,011,201,020,000,000",C
237969,,"20,122,011,201,020,000,000",C
238032,Conference,"20,122,011,201,020,000,000",B
238078,,"20,122,011,201,020,000,000",C
238193,,"20,122,011,201,020,000,000",C
238324,,"20,122,011,201,020,000,000",C
238333,,"20,122,011,201,020,000,000",C
238430,,"20,122,011,201,020,000,000",C
238458,,"20,122,011,201,020,000,000",C
238476,,"20,122,011,201,020,000,000",C
238616,,"20,122,011,201,020,000,000",C
238661,,"20,122,011,201,020,000,000",C
238980,,"20,122,011,201,020,000,000",C
239071,,"20,122,011,201,020,000,000",C
239080,,"20,122,011,201,020,000,000",C
239105,Conference,"20,122,011,201,020,000,000",B
239318,,"20,122,011,201,020,000,000",C
239390,,"20,122,011,201,020,000,000",C
239512,,"20,122,011,201,020,000,000",C
239628,,"20,122,011,201,020,000,000",C
239716,,"20,122,011,201,020,000,000",C
239743,,"20,122,011,201,020,000,000",C
240107,,"20,122,011,201,020,000,000",C
240189,,"20,122,011,201,020,000,000",C
240268,,"20,122,011,201,020,000,000",C
240277,Conference,"20,122,011,201,020,000,000",B
240329,,"20,122,011,201,020,000,000",C
240338,,"20,122,011,201,020,000,000",C
240365,,"20,122,011,201,020,000,000",C
240374,,"20,122,011,201,020,000,000",C
240417,,"20,122,011,201,020,000,000",C
240426,,"20,122,011,201,020,000,000",C
240444,Conference,"20,122,011,201,020,000,000",B
240453,Conference,"20,122,011,201,020,000,000",B
240462,,"20,122,011,201,020,000,000",C
240471,,"20,122,011,201,020,000,000",C
240480,,"20,122,011,201,020,000,000",C
240727,Conference,"20,122,011,201,020,000,000",B
241410,,2008,C
243106,,2012,C
243115,,2012,C
243142,,"20,122,011,201,020,000,000",C
243151,,"20,122,011,201,020,000,000",C
243179,,2012,C
243188,,2012,C
243212,,"20,122,011,201,020,000,000",C
243221,,"20,122,011,201,020,000,000",C
243665,,"20,122,011,201,020,000,000",C
243744,Conference,"20,122,011,201,020,000,000",B
243780,Conference,"20,122,011,201,020,000,000",B
262129,,"20,122,011,201,020,000,000",C
363934,,"20,122,011",C
366711,,2008,C
377555,,"20,122,011,201,020,000,000",C
377564,,"20,122,011,201,020,000,000",C
392840,,"20,122,011,201,020,000,000",C
399911,,"20,122,011,201,020,000,000",C
402776,,2008,C
409698,,2008,C
420352,,"20,092,008",C
433660,,"20,122,011,201,020,000,000",C
436818,,"20,122,011,201,020,000,000",C
436827,,"20,122,011,201,020,000,000",C
436836,,"20,122,011,201,020,000,000",C
441186,,"2,011,201,020,092,000",C
441982,,"20,122,011,201,020,000,000",C
442356,,2012,C
443410,,"20,122,011,201,020,000,000",C
445188,,"20,122,011,201,020,000,000",C
446048,,"20,122,011,201,020,000,000",C
448840,,"2,012,201,120,102,000",C
449764,,"20,122,011,201,020,000,000",C
450766,,2009,C
451185,,"20,092,008",C
454184,,"20,122,011,201,020,000,000",C
456959,,"2,012,201,120,102,000",C
461148,,2011,C
479956,,2012,C
