Address,City,State,Zip,CASS_Results,RecordNum,UNITID,INSTNM,Zip Code,GEO_GeoLevel,GEO_MatchStatus,GEO_Score,GEO_Latitude,GEO_Longitude,GEO_FirstLine,GEO_LastLine,CASS_Address,CASS_AddressPlusSuite,CASS_CarrierRoute,CASS_City,CASS_DeliveryPointCheckDigit,CASS_DeliveryPointCode,CASS_ErrorCode,CASS_LastLine,CASS_Plus4,CASS_State,CASS_StatusCode,CASS_ZIP,Z9_Census_BLOCK,Z9_Census_ID,Z9_Census_TRACT,Z9_County_FIPS,Z9_Latitude,Z9_Longitude,Z9_Match_Code,Z9_Record_Type,Z9_State_FIPS,GEO_City,GEO_Province,GEO_PostalCode,GEO_HouseNumber,GEO_StreetPreDir,GEO_StreetPreType,GEO_StreetName,GEO_StreetPostType,GEO_StreetPostDir,GEO_UnitDesignator,GEO_UnitNumber,GEO_StateAbbrev,GEO_CensusId,GEO_ClusterLevelID,GEO_IntersectingHouseNumber,GEO_IntersectingStreetPreDir,GEO_IntersectingStreetPreType,GEO_IntersectingStreetName,GEO_IntersectingStreetPostType,GEO_IntersectingStreetPostDir,GEO_MFPreDirChanged,GEO_MFStreetNameChanged,GEO_MFStreetPreChanged,GEO_MFStreetPostChanged,GEO_MFPostDirChanged,GEO_MFUnitDesAssumed,GEO_MFAddNumberOutOfRange,GEO_MFAddLetterMovedToUnitNum,GEO_MFEvenOddAddDiffer,GEO_MFSuppliedCity,GEO_MFSuppliedState,GEO_MFSuppliedPostCode,GEO_MFCityChanged,GEO_MFStateChanged,GEO_MFPostCodeChanged,GEO_MFUsedCityAlias,CASS_AddressRange,CASS_AddressTypeCode,CASS_AddressTypeString,CASS_CityAbbreviation,CASS_CMRA,CASS_CongressionalDistrict,CASS_CountyFIPS,CASS_CountyName,CASS_ErrorString,CASS_EWSFlag,CASS_LACS,CASS_MSA,CASS_PMSA,CASS_PostDirection,CASS_PreDirection,CASS_PrivateMailbox,CASS_PrivateMailboxName,CASS_PrivateMailboxNumber,CASS_StreetName,CASS_Suffix,CASS_Suite,CASS_SuiteName,CASS_SuiteRange,CASS_SuiteStatus,CASS_TimeZone,CASS_TimeZoneCode,CASS_Urbanization,CASS_ZIPType
501 West Traverlers Trail,Burnsville,MN,55337-2548,"AC10,AS01,AS16",5028,478005,National American University-Burnsville,55337-2548,Street,Exact,100.0,44.7729086724406,-93.2872572229092,501 W TRAVELERS TRL,"BURNSVILLE, MN 55337",501 W Travelers Trl,501 W Travelers Trl,C017,Burnsville,7,01," ","Burnsville, MN 55337-2548",2548,MN,V,55337,,,,,,,,,,BURNSVILLE,MN,55337,501,W,"",TRAVELERS,TRL,"","","",MN,270370607111007,270370607111007,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,501,S,Street,Burnsville,N,02,27037,Dakota,No Error," "," ","","","",W,"","","",Travelers,Trl,"","","",V,Central Time,06,""," "
18600 LBJ Freeway,Mesquite,TX,75150-5628,"AC05,AS01",5029,478014,National American University-Mesquite,75150-5628,Street,Exact,100.0,32.8036876553496,-96.6259000600043,18600 LYNDON B JOHNSON FWY,"MESQUITE, TX 75150",18600 Lyndon B Johnson Fwy,18600 Lyndon B Johnson Fwy,C044,Mesquite,1,00," ","Mesquite, TX 75150-5628",5628,TX,V,75150,,,,,,,,,,MESQUITE,TX,75150,18600,"","",LYNDON B JOHNSON,FWY,"","","",TX,481130178131005,481130178131005,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18600,S,Street,Mesquite,N,05,48113,Dallas,No Error," "," ","","","","","","","",Lyndon B Johnson,Fwy,"","","",V,Central Time,06,""," "
105 South 7th St,Philadelphia,PA,19106-3324,"AE09,AS02",5030,479549,ITT Technical Institute-Philadelphia,19106-3324,Actual,Match,100.0,39.948982,-75.152195,105 S 7TH ST,"PHILADELPHIA, PA 19106",105 S 7th St,105 S 7th St,C047,Philadelphia,3,99," ","Philadelphia, PA 19106-3324",3324,PA,V,19106,,,,,,,,,,,PA,19106,105,S,"",7TH,ST,"","","",PA,421010010011001,421010010011001,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,105,H,Highrise,Philadelphia,N,01,42101,Philadelphia,No Error," "," ","","","",S,"","","",7th,St,"","","",M,Eastern Time,05,""," "
9000 Lincoln Dr Ste 100,Marlton,NJ,08053-3102,"AC12,AE08,AS02",5031,479558,ITT Technical Institute-Marlton,08053-3102,Street,Exact,93.7,39.9049989878368,-74.9390767900844,9000 LINCOLN DR W STE 100,"MARLTON, NJ 08053",9000 Lincoln Dr E,9000 Lincoln Dr E Ste 100,C022,Marlton,0,99," ","Marlton, NJ 08053-3102",3102,NJ,V,08053,,,,,,,,,,MARLTON,NJ,08053,9000,"","",LINCOLN,DR,W,STE,100,NJ,340057040052001,340057040052001,"","","","","","",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,9000,H,Highrise,Marlton,N,03,34005,Burlington,No Error," "," ","","",E,"","","","",Lincoln,Dr,Ste 100,Ste,100,R,Eastern Time,05,""," "
W177 N9886 Rivercrest Drive,Germantown,WI,53022-6407,"AE09,AS02",5032,479567,ITT Technical Institute-Germantown,53022-6407,Actual,Match,100.0,43.1959391,-88.1287654,W177N9886 RIVERCREST DR,"GERMANTOWN, WI 53022",W177N9886 Rivercrest Dr,W177N9886 Rivercrest Dr,R007,Germantown,3,99," ","Germantown, WI 53022-6407",6407,WI,V,53022,,,,,,,,,,,WI,53022,W177N9886,"","",RIVERCREST,DR,"","","",WI,551314701003043,551314701003043,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,W177N9886,H,Highrise,Germantown,N,05,55131,Washington,No Error," "," ","","","","","","","",Rivercrest,Dr,"","","",M,Central Time,06,""," "
3518 Plainfield Avenue NE,Grand Rapids,MI,49525-2719,AS01,5033,479576,ITT Technical Institute-Grand Rapids,49525-2719,Street,Exact,100.0,43.0277438067218,-85.6316245264856,3518 PLAINFIELD AVE NE,"GRAND RAPIDS, MI 49525",3518 Plainfield Ave NE,3518 Plainfield Ave NE,C020,Grand Rapids,7,18," ","Grand Rapids, MI 49525-2719",2719,MI,V,49525,,,,,,,,,,GRAND RAPIDS,MI,49525,3518,"","",PLAINFIELD,AVE,NE,"","",MI,260810118011002,260810118011002,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3518,S,Street,Grand Rapids,N,03,26081,Kent,No Error," "," ","","",NE,"","","","",Plainfield,Ave,"","","",V,Eastern Time,05,""," "
26500 Northwestern Highway,Southfield,MI,48076-3716,AE10,5034,479585,ITT Technical Institute-Southfield,48076-3716,Street,Exact,100.0,42.4836628188242,-83.2605196261063,26500 NORTHWESTERN HWY,"SOUTHFIELD, MI 48076",26500 Northwestern Hwy,26500 Northwestern Hwy,,Southfield,,,R,"Southfield, MI 48076",,MI,X,48076,,,,,,,,,,SOUTHFIELD,MI,48076,26500,"","",NORTHWESTERN,HWY,"","","",MI,261251616002039,261251616002039,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26500,,,,,,,,Range Error,,,,,"","","","","",Northwestern,Hwy,"","","",,,,,
1756 North Congress Avenue,West Palm Beach,FL,33409-5180,"AE09,AS02",5035,479594,ITT Technical Institute-West Palm Beach,33409-5180,Actual,Match,100.0,26.702196,-80.085986,1756 N CONGRESS AVE,"WEST PALM BEACH, FL 33409",1756 N Congress Ave,1756 N Congress Ave,C067,West Palm Beach,9,99," ","West Palm Beach, FL 33409-5180",5180,FL,V,33409,,,,,,,,,,,FL,33409,1756,N,"",CONGRESS,AVE,"","","",FL,120990029001005,120990029001005,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1756,H,Highrise,West Palm Bch,N,20,12099,Palm Beach,No Error," "," ","","","",N,"","","",Congress,Ave,"","","",M,Eastern Time,05,""," "
4825 Commercial Street SE,Salem,OR,97306-1905,"AC01,AE09,AS02",5036,479600,ITT Technical Institute-Salem,97306-1905,Actual,Match,100.0,44.8852831,-123.0328342,4825 COMMERCIAL ST SE,"SALEM, OR 97302",4825 Commercial St SE,4825 Commercial St SE,C028,Salem,7,25," ","Salem, OR 97302-1905",1905,OR,V,97302,,,,,,,,,,,OR,97302,4825,"","",COMMERCIAL,ST,SE,"","",OR,410470021024016,410470021024016,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4825,S,Street,Salem,N,05,41047,Marion,No Error," "," ","","",SE,"","","","",Commercial,St,"","","",M,Pacific Time,08,""," "
700 West Hillsboro Blvd,Deerfield Beach,FL,33441-1612,"AE09,AS02",5037,479619,ITT Technical Institute-Deerfield Beach,33441-1612,Actual,Match,100.0,26.3170671,-80.1134584,700 W HILLSBORO BLVD,"DEERFIELD BEACH, FL 33441",700 W Hillsboro Blvd,700 W Hillsboro Blvd,C030,Deerfield Beach,7,99," ","Deerfield Beach, FL 33441-1612",1612,FL,V,33441,,,,,,,,,,,FL,33441,700,W,"",HILLSBORO,BLVD,"","","",FL,120110103051000,120110103051000,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,700,H,Highrise,Deerfield Bch,N,20,12011,Broward,No Error," ",L,"","","",W,"","","",Hillsboro,Blvd,"","","",M,Eastern Time,05,""," "
2525 N Shadeland Ave,Indianapolis,IN,46219-1794,"AE09,AS02",5038,479628,ITT Technical Institute-Indianapolis East,46219-1794,Actual,Match,100.0,39.800953,-86.0426467,2525 N SHADELAND AVE,"INDIANAPOLIS, IN 46219",2525 N Shadeland Ave,2525 N Shadeland Ave,C039,Indianapolis,7,99," ","Indianapolis, IN 46219-1787",1787,IN,V,46219,,,,,,,,,,,IN,46219,2525,N,"",SHADELAND,AVE,"","","",IN,180973603021003,180973603021003,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2525,H,Highrise,Indianapolis,N,07,18097,Marion,No Error," "," ","","","",N,"","","",Shadeland,Ave,"","","",M,Eastern Time,05,""," "
5901 Stewart Parkway,Douglasville,GA,30135-2371,AS01,5039,479637,ITT Technical Institute-Douglasville,30135-2371,Street,Exact,100.0,33.7189888283405,-84.7717036735131,5901 STEWART PKWY,"DOUGLASVILLE, GA 30135",5901 Stewart Pkwy,5901 Stewart Pkwy,C012,Douglasville,4,01," ","Douglasville, GA 30135-2371",2371,GA,V,30135,,,,,,,,,,DOUGLASVILLE,GA,30135,5901,"","",STEWART,PKWY,"","","",GA,130970805051010,130970805051010,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5901,S,Street,Douglasville,N,13,13097,Douglas,No Error," "," ","","","","","","","",Stewart,Pkwy,"","","",V,Eastern Time,05,""," "
7600 West 119th Street,Overland Park,KS,66213-1106,"AE09,AS02",5040,479646,ITT Technical Institute-Overland Park,66213-1106,Actual,Match,100.0,38.91518,-94.674124,7600 W 119TH ST,"OVERLAND PARK, KS 66213",7600 W 119th St,7600 W 119th St,R077,Overland Park,4,00," ","Overland Park, KS 66213-1106",1106,KS,V,66213,,,,,,,,,,,KS,66213,7600,W,"",119TH,ST,"","","",KS,200910531022000,200910531022000,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7600,S,Street,Overland Park,N,03,20091,Johnson,No Error," "," ","","","",W,"","","",119th,St,"","","",M,Central Time,06,""," "
1999 Wabash Avenue,Springfield,IL,62704-5373,"AE09,AS02",5041,479655,ITT Technical Institute-Springfield,62704-5373,Street,Exact,100.0,39.7643271311084,-89.6896191702431,1999 WABASH AVE,"SPRINGFIELD, IL 62704",1999 Wabash Ave,1999 Wabash Ave,C070,Springfield,9,99," ","Springfield, IL 62704-5351",5351,IL,V,62704,,,,,,,,,,SPRINGFIELD,IL,62704,1999,"","",WABASH,AVE,"","","",IL,171670020002040,171670020002040,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1999,H,Highrise,Springfield,N,18,17167,Sangamon,No Error," "," ","","","","","","","",Wabash,Ave,"","","",M,Central Time,06,""," "
7116 Office Park Drive,West Chester,OH,45069-2261,AS01,5042,479664,ITT Technical Institute-West Chester,45069-2261,Street,Exact,100.0,39.3718235977233,-84.3890412510026,7116 OFFICE PARK DR,"WEST CHESTER, OH 45069",7116 Office Park Dr,7116 Office Park Dr,R029,West Chester,8,16," ","West Chester, OH 45069-2261",2261,OH,V,45069,,,,,,,,,,WEST CHESTER,OH,45069,7116,"","",OFFICE PARK,DR,"","","",OH,390170111203026,390170111203026,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7116,S,Street,West Chester,N,08,39017,Butler,No Error," "," ","","","","","","","",Office Park,Dr,"","","",V,Eastern Time,05,""," "
4201 South Shary Road,Mission,TX,78572-1578,"AE09,AS02",5043,479770,University of Phoenix-McAllen Campus,78572-1578,Street,Exact,93.3,26.2528925444592,-98.2788708242104,4201 N SHARY RD,"MISSION, TX 78573",4201 S Shary Rd,4201 S Shary Rd,R090,Mission,2,99," ","Mission, TX 78572-1578",1578,TX,V,78572,,,,,,,,,,MISSION,TX,78573,4201,N,"",SHARY,RD,"","","",TX,482150241062001,482150241062001,"","","","","","",True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4201,H,Highrise,Mission,N,15,48215,Hidalgo,No Error," "," ","","","",S,"","","",Shary,Rd,"","","",M,Central Time,06,""," "
128 Outreach Building,University Park,PA,16802,"AC05,AS01,AS17",5044,479956,Pennsylvania State University-World Campus,16802,Zip9,Exact,100.0,40.80331,-77.85351,128 OUTREACH BLDG,"UNIVERSITY PARK, PA 16802",128 Outreach Bldg,128 Outreach Bldg,C004,University Park,3,28," ","University Park, PA 16802-7012",7012,PA,V,16802,4006,420270121004006,012100,027,40.80331,-77.85351,9,S,42,UNIVERSITY PARK,PA,16802,128,"","",OUTREACH,"","",BLDG,"",PA,42000,42000,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,128,S,Street,University Pk,N,05,42027,Centre,No Error," "," ","","","","","","","",Outreach Bldg,"","","","",V,Eastern Time,05,""," "
7700 W Palmer Ln Bldg A Ste A100,Austin,TX,78729,"AE08,AS02,AS23",5045,480073,South University-Austin,78729,Actual,Match,100.0,30.457712,-97.749704,7700 W PARMER LN BLDG A,"AUSTIN, TX 78729",7700 W Parmer Ln,7700 W Parmer Ln Bldg A,C031,Austin,9,99," ","Austin, TX 78729-8101",8101,TX,V,78729,,,,,,,,,,,TX,78729,7700,W,"",PARMER,LN,"",BLDG,A,TX,484910204111000,484910204111000,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7700,H,Highrise,Austin,N,31,48491,Williamson,No Error," "," ","","","",W,"","","",Parmer,Ln,Bldg A,Bldg,A,R,Central Time,06,""," "
4743 Richmond Rd,Cleveland,OH,44128,"AS01,AS17",5046,480082,South University-Cleveland,44128,Street,Exact,100.0,41.4313136611624,-81.4976984175604,4743 RICHMOND RD,"CLEVELAND, OH 44128",4743 Richmond Rd,4743 Richmond Rd,C002,Cleveland,0,43," ","Cleveland, OH 44128-5919",5919,OH,V,44128,,,,,,,,,,CLEVELAND,OH,44128,4743,"","",RICHMOND,RD,"","","",OH,390351881071008,390351881071008,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4743,S,Street,Cleveland,N,11,39035,Cuyahoga,No Error," "," ","","","","","","","",Richmond,Rd,"","","",V,Eastern Time,05,""," "
180 Redtail,Orchard Park,NY,14127,"AC10,AC11,AS01",5047,480091,Bryant & Stratton College-Online,14127,Zip9,Exact,100.0,42.7918,-78.77835,180 RED TAIL RD,"ORCHARD PARK, NY 14127",180 Red Tail Rd,180 Red Tail Rd,R005,Orchard Park,5,80," ","Orchard Park, NY 14127-1579",1579,NY,V,14127,2005,360290137012005,013701,029,42.7918,-78.77835,9,S,36,ORCHARD PARK,NY,14127,180,"","",RED TAIL,RD,"","","",NY,36000,36000,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,180,S,Street,Orchard Park,N,27,36029,Erie,No Error," "," ","","","","","","","",Red Tail,Rd,"","","",V,Eastern Time,05,""," "
2400 David H. McLeod Blvd,Florence,SC,29501,AS01,5048,480107,Virginia College-Florence,29501,Actual,Match,100.0,34.18711,-79.82349,2400 DAVID H MCLEOD BLVD,"FLORENCE, SC 29501",2400 David H McLeod Blvd,2400 David H McLeod Blvd,C035,Florence,8,00," ","Florence, SC 29501-4038",4038,SC,V,29501,,,,,,,,,,,SC,29501,2400,"","",DAVID H MCLEOD,BLVD,"","","",SC,450410002012127,450410002012127,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2400,S,Street,Florence,N,07,45041,Florence,No Error," "," ","","","","","","","",David H McLeod,Blvd,"","","",V,Eastern Time,05,""," "
One Alpha Drive,Elizabethtown,PA,17022,AS01,5049,480134,Elizabethtown College School of Continuing and Professional Studies,17022,Actual,Match,100.0,40.1495285,-76.592453,1 ALPHA DR,"ELIZABETHTOWN, PA 17022",1 Alpha Dr,1 Alpha Dr,C699,Elizabethtown,6,01," ","Elizabethtown, PA 17022-2298",2298,PA,V,17022,,,,,,,,,,,PA,17022,1,"","",ALPHA,DR,"","","",PA,420710107022003,420710107022003,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,S,Street,Elizabethtown,N,16,42071,Lancaster,No Error," "," ","","","","","","","",Alpha,Dr,"","","",V,Eastern Time,05,""," "
19600 S Dixie Highway Suite B,Cutler Bay,FL,33157,AS01,5050,480143,Fortis College,33157,Actual,Match,100.0,25.5856145,-80.3637963,19600 S DIXIE HWY STE B,"CUTLER BAY, FL 33157",19600 S Dixie Hwy,19600 S Dixie Hwy Ste B,C014,Cutler Bay,5,74," ","Cutler Bay, FL 33157-7693",7693,FL,V,33157,,,,,,,,,,,FL,33157,19600,S,"",DIXIE,HWY,"",STE,B,FL,120860106065000,120860106065000,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19600,H,Highrise,Cutler Bay,N,27,12086,Miami-Dade,No Error," "," ","","","",S,"","","",Dixie,Hwy,Ste B,Ste,B,V,Eastern Time,05,""," "
16 W Division St,North East,PA,16428,AS01,5051,480189,Mercyhurst North East,16428,Street,Exact,100.0,42.2191379633712,-79.8342129449922,16 W DIVISION ST,"NORTH EAST, PA 16428",16 W Division St,16 W Division St,C003,North East,3,16," ","North East, PA 16428-1008",1008,PA,V,16428,,,,,,,,,,NORTH EAST,PA,16428,16,W,"",DIVISION,ST,"","","",PA,420490116001000,420490116001000,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16,S,Street,North East,N,05,42049,Erie,No Error," "," ","","","",W,"","","",Division,St,"","","",V,Eastern Time,05,""," "
2600 SE 98th Ave Ste 200,Portland,OR,97266,AS01,5052,480198,Warner Pacific College Adult Degree Program,97266,Actual,Match,100.0,45.503619,-122.562249,2600 SE 98TH AVE STE 200,"PORTLAND, OR 97266",2600 SE 98th Ave,2600 SE 98th Ave Ste 200,C012,Portland,4,50," ","Portland, OR 97266-1325",1325,OR,V,97266,,,,,,,,,,,OR,97266,2600,SE,"",98TH,AVE,"",STE,200,OR,410510083021009,410510083021009,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2600,H,Highrise,Portland,N,03,41051,Multnomah,No Error," "," ","","","",SE,"","","",98th,Ave,Ste 200,Ste,200,V,Pacific Time,08,""," "
6465 Sycamore Canyon Blvd Ste 100,Riverside,CA,92507,"AS01,AS23",5053,480204,Platt College-Riverside,92507,Actual,Match,100.0,33.9328445,-117.298293,6465 SYCAMORE CANYON BLVD STE 100,"RIVERSIDE, CA 92507",6465 Sycamore Canyon Blvd,6465 Sycamore Canyon Blvd Ste 100,C067,Riverside,6,65," ","Riverside, CA 92507-0730",0730,CA,V,92507,,,,,,,,,,,CA,92507,6465,"","",SYCAMORE CANYON,BLVD,"",STE,100,CA,060650509001019,060650509001019,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6465,S,Street,Riverside,N,41,06065,Riverside,No Error," "," ","","","","","","","",Sycamore Canyon,Blvd,Ste 100,Ste,100,R,Pacific Time,08,""," "
516 Drayton St,Savannah,GA,31401,AS01,5054,480301,Savannah Law School,31401,Actual,Match,100.0,32.069168,-81.093907,516 DRAYTON ST,"SAVANNAH, GA 31401",516 Drayton St,516 Drayton St,C014,Savannah,7,16," ","Savannah, GA 31401-5651",5651,GA,V,31401,,,,,,,,,,,GA,31401,516,"","",DRAYTON,ST,"","","",GA,130510015001003,130510015001003,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,516,S,Street,Savannah,N,01,13051,Chatham,No Error," "," ","","","","","","","",Drayton,St,"","","",V,Eastern Time,05,""," "
4736 Dressler Rd NW,Canton,OH,44718,AS01,5055,480480,National College-Canton,44718,Actual,Match,100.0,40.849865,-81.434116,4736 DRESSLER RD NW,"CANTON, OH 44718",4736 Dressler Rd NW,4736 Dressler Rd NW,C041,Canton,0,36," ","Canton, OH 44718-2555",2555,OH,V,44718,,,,,,,,,,,OH,44718,4736,"","",DRESSLER,RD,NW,"","",OH,391517113222009,391517113222009,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4736,S,Street,Canton,N,16,39151,Stark,No Error," "," ","","",NW,"","","","",Dressler,Rd,"","","",V,Eastern Time,05,""," "
4300 Wilson Blvd Ste 140,Arlington,VA,22203,AS01,5056,480505,Court Reporting Institute of Arlington,22203,Street,Exact,100.0,38.8799128674084,-77.11259,4300 WILSON BLVD STE 140,"ARLINGTON, VA 22203",4300 Wilson Blvd,4300 Wilson Blvd Ste 140,C017,Arlington,6,40," ","Arlington, VA 22203-4179",4179,VA,V,22203,,,,,,,,,,ARLINGTON,VA,22203,4300,"","",WILSON,BLVD,"",STE,140,VA,510131014031003,510131014031003,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4300,H,Highrise,Arlington,N,08,51013,Arlington,No Error," "," ","","","","","","","",Wilson,Blvd,Ste 140,Ste,140,V,Eastern Time,05,""," "
110 Commerce Lane,Fairview Heights,IL,62208,AS01,5057,480514,Vatterott College-Fairview Heights,62208,Actual,Match,100.0,38.597762,-89.98989,110 COMMERCE LN,"FAIRVIEW HEIGHTS, IL 62208",110 Commerce Ln,110 Commerce Ln,C060,Fairview Heights,8,10," ","Fairview Heights, IL 62208-2029",2029,IL,V,62208,,,,,,,,,,,IL,62208,110,"","",COMMERCE,LN,"","","",IL,171635034021038,171635034021038,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110,S,Street,Fairview Hts,N,12,17163,Saint Clair,No Error," "," ","","","","","","","",Commerce,Ln,"","","",V,Central Time,06,""," "
150 West University Blvd,Melbourne,FL,32901,"AE09,AS02",5058,480569,Florida Institute of Technology-Florida Tech Online,32901,Street,Exact,100.0,28.0640371325916,-80.624915,150 W UNIVERSITY BLVD,"MELBOURNE, FL 32901",150 W University Blvd,150 W University Blvd,C040,Melbourne,2,99," ","Melbourne, FL 32901-6982",6982,FL,V,32901,,,,,,,,,,MELBOURNE,FL,32901,150,W,"",UNIVERSITY,BLVD,"","","",FL,120090649012023,120090649012023,"","","","","","",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,150,H,Highrise,Melbourne,N,08,12009,Brevard,No Error," "," ","","","",W,"","","",University,Blvd,"","","",M,Eastern Time,05,""," "
